District	Product	Profit
Строгино	Ремонт компьютеров	4.0120000000000005
Фили-Давыдково	Ремонт компьютеров	2.3677
Восточный	Ремонт компьютеров	0.4474
Молжаниновский	Ремонт компьютеров	1.387
Текстильщики	Ремонт компьютеров	2.7973
Филимонковское	Ремонт компьютеров	2.7286
Марушкинское	Ремонт компьютеров	2.2768
Капотня	Ремонт компьютеров	3.1259
Молжаниновский	Ремонт компьютеров	2.08
Дмитровский	Ремонт компьютеров	3.6583
Левобережный	Ремонт компьютеров	2.6344
Черемушки	Ремонт компьютеров	4.3656
Бирюлево Восточное	Ремонт компьютеров	4.5779
Нагорный	Ремонт компьютеров	4.598800000000001
Фили-Давыдково	Ремонт компьютеров	3.8207000000000004
Роговское	Ремонт компьютеров	2.5575
Новогиреево	Ремонт компьютеров	3.9826000000000006
Строгино	Ремонт компьютеров	3.875
Кузьминки	Ремонт компьютеров	3.9141000000000004
Чертаново Южное	Ремонт компьютеров	4.1208
Щербинка	Ремонт компьютеров	2.6471999999999998
Филевский Парк	Ремонт компьютеров	2.8866
Войковский	Ремонт компьютеров	4.397600000000001
Метрогородок	Ремонт компьютеров	3.6522
Котловка	Ремонт компьютеров	3.4397
Новофедоровское	Ремонт компьютеров	1.4184999999999999
Марьино	Ремонт компьютеров	6.1182
Даниловский	Ремонт компьютеров	2.3751
Покровское-Стрешнево	Ремонт компьютеров	3.4574
Покровское-Стрешнево	Ремонт компьютеров	3.3174
Западное Дегунино	Ремонт компьютеров	3.6071
Арбат	Ремонт компьютеров	2.532
Котловка	Ремонт компьютеров	3.8507
Коптево	Ремонт компьютеров	4.4912
Проспект Вернадского	Ремонт компьютеров	3.5758
Северное Медведково	Ремонт компьютеров	4.2886
Южное Бутово	Ремонт компьютеров	5.3733
Московский	Ремонт компьютеров	2.6327
Проспект Вернадского	Ремонт компьютеров	2.0768
Выхино-Жулебино	Ремонт компьютеров	3.7139
Михайлово-Ярцевское	Ремонт компьютеров	1.2138
Чертаново Северное	Ремонт компьютеров	3.4254
Москворечье-Сабурово	Ремонт компьютеров	1.1013000000000002
Митино	Ремонт компьютеров	5.7583
Савелки	Ремонт компьютеров	1.7144000000000001
Южное Медведково	Ремонт компьютеров	2.2551
Орехово-Борисово Северное	Ремонт компьютеров	5.9753
Чертаново Северное	Ремонт компьютеров	2.7414
Таганский	Ремонт компьютеров	2.3801
Донской	Ремонт компьютеров	2.323
Восточное Измайлово	Ремонт компьютеров	3.7619000000000002
Отрадное	Ремонт компьютеров	5.1101
Якиманка	Ремонт компьютеров	3.1060000000000003
Преображенское	Ремонт компьютеров	3.516
Южное Бутово	Ремонт компьютеров	4.1123
Перово	Ремонт компьютеров	5.5451999999999995
Коньково	Ремонт компьютеров	5.3393999999999995
Останкинский	Ремонт компьютеров	2.9088000000000003
Внуковское	Ремонт компьютеров	3.3158
Очаково-Матвеевское	Ремонт компьютеров	4.2239
Лианозово	Ремонт компьютеров	3.2988999999999997
